,CERT,CHCLASS1,COST,NAME,QBFASSET,QBFDEP,RESTYPE,CITY,STATE,YEAR_FAILED,MONTH_FAILED,QUARTER_FAILED
455,3644,N,24358.0,THE FIRST NATIONAL BANK OF DANVILLE,148218,140185,FAILURE,DANVILLE, IL,2009,7,2009Q3
456,9262,NM,9832.0,THE ELIZABETH STATE BANK,55027,48131,FAILURE,ELIZABETH, IL,2009,7,2009Q3
457,11710,NM,8115.0,THE FIRST STATE BANK OF WINCHESTER,30073,30806,FAILURE,WINCHESTER, IL,2009,7,2009Q3
458,12093,NM,14382.0,THE JOHN WARNER BANK,69609,65179,FAILURE,CLINTON, IL,2009,7,2009Q3
459,15302,NM,18558.0,ROCK RIVER BANK,74808,74896,FAILURE,OREGON, IL,2009,7,2009Q3
460,18390,NM,131356.0,FOUNDERS BANK,889172,832160,FAILURE,WORTH, IL,2009,7,2009Q3
461,57667,NM,52700.0,MILLENNIUM STATE BANK OF TEXAS,118601,115478,FAILURE,DALLAS, TX,2009,7,2009Q3
462,9744,NM,24010.0,HORIZON BANK,84763,69254,FAILURE,PINE CITY, MN,2009,6,2009Q2
463,35285,SM,80745.0,NEIGHBORHOOD COMMUNITY BANK,212616,190070,FAILURE,NEWNAN, GA,2009,6,2009Q2
464,57332,NM,45309.0,MIRAE BANK,480619,409951,FAILURE,LOS ANGELES, CA,2009,6,2009Q2
465,57436,SM,72697.0,COMMUNITY BANK OF WEST GEORGIA,201222,189398,FAILURE,VILLA RICA, GA,2009,6,2009Q2
466,57893,NM,32168.0,METROPACIFIC BANK,75316,70078,FAILURE,IRVINE, CA,2009,6,2009Q2
467,4614,N,33230.0,FIRST NATIONAL BANK OF ANTHONY,156954,142551,FAILURE,ANTHONY, KS,2009,6,2009Q2
468,27837,NM,287345.0,COOPERATIVE BANK,966778,768479,FAILURE,WILMINGTON, NC,2009,6,2009Q2
469,35251,NM,136636.0,SOUTHERN COMMUNITY BANK,371695,297962,FAILURE,FAYETTEVILLE, GA,2009,6,2009Q2
470,17309,NM,71401.0,BANK OF LINCOLNWOOD,212718,209285,FAILURE,LINCOLNWOOD, IL,2009,6,2009Q2
471,5757,N,36048.0,CITIZENS NATIONAL BANK,438560,393635,FAILURE,MACOMB, IL,2009,5,2009Q2
472,35175,NM,102978.0,STRATEGIC CAPITAL BANK,546576,479384,FAILURE,CHAMPAIGN, IL,2009,5,2009Q2
473,32247,SB,5229577.0,"BANKUNITED, FSB",13111463,8775985,FAILURE,CORAL GABLES, FL,2009,5,2009Q2
474,34843,NM,82015.0,WESTSOUND BANK,334608,304464,FAILURE,BREMERTON, WA,2009,5,2009Q2
475,26535,N,645168.0,"SILVERTON BANK, NATIONAL ASSOCIATION",4157246,3314928,FAILURE,ATLANTA, GA,2009,5,2009Q2
476,35461,NM,115131.0,AMERICA WEST BANK,281564,286040,FAILURE,LAYTON, UT,2009,5,2009Q2
477,57563,NM,18754.0,CITIZENS COMMUNITY BANK,40657,40664,FAILURE,RIDGEWOOD, NJ,2009,5,2009Q2
478,32069,NM,9183.0,FIRST BANK OF BEVERLY HILLS,1260354,866492,FAILURE,CALABASAS, CA,2009,4,2009Q2
479,34369,SM,49476.0,MICHIGAN HERITAGE BANK,167710,149065,FAILURE,FARMINGTON HILLS, MI,2009,4,2009Q2
480,34396,SB,110643.0,"FIRST BANK OF IDAHO, FSB",490656,370580,FAILURE,KETCHUM, ID,2009,4,2009Q2
481,57943,NM,33335.0,AMERICAN SOUTHERN BANK,105950,105940,FAILURE,KENNESAW, GA,2009,4,2009Q2
482,8266,SB,44669.0,AMERICAN STERLING BANK,166456,170946,FAILURE,SUGAR CREEK, MO,2009,4,2009Q2
483,33824,NM,20023.0,GREAT BASIN BANK OF NEVADA,238940,220834,FAILURE,ELKO, NV,2009,4,2009Q2
484,34639,NM,118565.0,CAPE FEAR BANK,492418,402820,FAILURE,WILMINGTON, NC,2009,4,2009Q2
485,34881,NM,914774.0,NEW FRONTIER BANK,1774588,1496347,FAILURE,GREELEY, CO,2009,4,2009Q2
486,22238,N,293292.0,OMNI NATIONAL BANK,979585,813205,FAILURE,ATLANTA, GA,2009,3,2009Q1
487,4754,N,134593.0,"TEAMBANK, N.A.",669830,532520,FAILURE,PAOLA, KS,2009,3,2009Q1
488,18243,NM,136348.0,FIRSTCITY BANK,285015,259056,FAILURE,STOCKBRIDGE, GA,2009,3,2009Q1
489,18896,N,12687.0,COLORADO NATIONAL BANK,123508,85150,FAILURE,COLORADO SPRINGS, CO,2009,3,2009Q1
490,57558,NM,43267.0,FREEDOM BANK OF GEORGIA,172454,159048,FAILURE,COMMERCE, GA,2009,3,2009Q1
491,20078,NM,48231.0,HERITAGE COMMUNITY BANK,235154,225735,FAILURE,GLENWOOD, IL,2009,2,2009Q1
492,34820,NM,32892.0,SECURITY SAVINGS BANK,238307,174872,FAILURE,HENDERSON, NV,2009,2,2009Q1
493,35399,NM,39861.0,SILVER FALLS BANK,134206,115976,FAILURE,SILVERTON, OR,2009,2,2009Q1
494,5431,NM,42684.0,SHERMAN COUNTY BANK,135431,90647,FAILURE,LOUP CITY, NE,2009,2,2009Q1
495,16500,NM,81223.0,CORN BELT BANK AND TRUST COMPANY,260201,233788,FAILURE,PITTSFIELD, IL,2009,2,2009Q1
496,34563,SM,201004.0,RIVERSIDE BANK OF THE GULF COAST,523673,422708,FAILURE,CAPE CORAL, FL,2009,2,2009Q1
497,57342,NM,10218.0,PINNACLE BANK,71921,64168,FAILURE,BEAVERTON, OR,2009,2,2009Q1
498,22574,SM,61783.0,COUNTY BANK,1711552,1324635,FAILURE,MERCED, CA,2009,2,2009Q1
499,23124,NM,118079.0,ALLIANCE BANK,1113361,951106,FAILURE,CULVER CITY, CA,2009,2,2009Q1
500,57017,NM,152053.0,FIRSTBANK FINANCIAL SERVICES,317237,279308,FAILURE,MCDONOUGH, GA,2009,2,2009Q1
501,26538,N,94457.0,OCALA NATIONAL BANK,219424,204663,FAILURE,OCALA, FL,2009,1,2009Q1
502,30763,SB,73819.0,SUBURBAN FEDERAL SAVINGS BANK,347408,301847,FAILURE,CROFTON, MD,2009,1,2009Q1
503,58001,NM,170819.0,MAGNET BANK,300674,282578,FAILURE,SALT LAKE CITY, UT,2009,1,2009Q1
504,33025,NM,137479.0,1ST CENTENNIAL BANK,797959,678570,FAILURE,REDLANDS, CA,2009,1,2009Q1
505,3510,N,0.0,BANK OF AMERICA N.A.,1471631047,954677580,ASSISTANCE,CHARLOTTE, NC,2009,1,2009Q1
506,19733,N,80488.0,NATIONAL BANK OF COMMERCE,419741,395868,FAILURE,BERKELEY, IL,2009,1,2009Q1
507,25178,N,0.0,BANK OF AMERICA CALIFORNIA N.A.,21502223,500,ASSISTANCE,SAN FRANCISCO, CA,2009,1,2009Q1
508,27374,NM,0.0,MERRILL LYNCH BANK USA,61809503,53620324,ASSISTANCE,SALT LAKE CITY, UT,2009,1,2009Q1
509,33143,SB,0.0,COUNTRYWIDE BANK FSB,117978966,43663251,ASSISTANCE,ALEXANDRIA, VA,2009,1,2009Q1
510,33318,N,0.0,FIA CARD SERVICES N.A.,159637136,9816599,ASSISTANCE,WILMINGTON, DE,2009,1,2009Q1
511,34571,SB,0.0,MERRILL LYNCH BANK & TRUST CO FSB,37986413,28539028,ASSISTANCE,NEW YORK, NY,2009,1,2009Q1
512,34959,NM,151728.0,BANK OF CLARK COUNTY,441085,377506,FAILURE,VANCOUVER, WA,2009,1,2009Q1
513,35453,N,0.0,BANK OF AMERICA OREGON N.A.,11526309,500,ASSISTANCE,PORTLAND, OR,2009,1,2009Q1
514,58032,N,0.0,BANK OF AMERICA RHODE ISLAND N.A.,35410586,500,ASSISTANCE,PROVIDENCE, RI,2009,1,2009Q1
515,11568,NM,7948.0,SANDERSON STATE BANK,38217,32012,FAILURE,SANDERSON, TX,2008,12,2008Q4
516,35379,NM,247790.0,HAVEN TRUST BANK,559551,489692,FAILURE,DULUTH, GA,2008,12,2008Q4
517,34301,SM,87084.0,FIRST GEORGIA COMMUNITY BANK,256371,215287,FAILURE,JACKSON, GA,2008,12,2008Q4
518,7213,N,0.0,"CITIBANK, NATIONAL ASSOCIATION",1207007000,230042000,ASSISTANCE,LAS VEGAS, NV,2008,11,2008Q4
519,18708,SB,0.0,"CITICORP TRUST BANK, FSB",19599414,7231013,ASSISTANCE,WILMINGTON, DE,2008,11,2008Q4
520,18923,NM,0.0,CITIBANK (BANAMEX USA),1322720,876086,ASSISTANCE,CENTURY CITY, CA,2008,11,2008Q4
521,23360,N,0.0,"CITIBANK (SOUTH DAKOTA), N.A.",77737957,42356986,ASSISTANCE,SIOUX FALLS, SD,2008,11,2008Q4
522,58180,N,0.0,DEPARTMENT STORES NATIONAL BANK,374903,300881,ASSISTANCE,SIOUX FALLS, SD,2008,11,2008Q4
523,16490,NM,336256.0,THE COMMUNITY BANK,634901,603733,FAILURE,LOGANVILLE, GA,2008,11,2008Q4
524,28344,SB,261643.0,PFF BANK & TRUST,3715433,2393845,FAILURE,POMONA, CA,2008,11,2008Q4
525,30968,SA,143272.0,"DOWNEY SAVINGS AND LOAN ASSOCIATION, F.A.",12779371,9653169,FAILURE,NEWPORT BEACH, CA,2008,11,2008Q4
526,23595,NM,149216.0,SECURITY PACIFIC BANK,527959,456472,FAILURE,SAN DIEGO, CA,2008,11,2008Q4
527,26870,SI,638296.0,"FRANKLIN BANK, SSB",5089260,3692887,FAILURE,HOUSTON, TX,2008,11,2008Q4
528,57930,NM,114003.0,FREEDOM BANK,270842,256793,FAILURE,BRADENTON, FL,2008,10,2008Q4
529,58241,NM,212150.0,ALPHA BANK & TRUST,354090,344231,FAILURE,ALPHARETTA, GA,2008,10,2008Q4
530,13789,NM,16618.0,MERIDIAN BANK,38223,36090,FAILURE,ELDRED, IL,2008,10,2008Q4
531,57654,NM,56318.0,MAIN STREET BANK,112368,98934,FAILURE,NORTHVILLE, MI,2008,10,2008Q4
532,32633,SB,0.0,WASHINGTON MUTUAL BANK,307021614,188260793,FAILURE,HENDERSON, NV,2008,9,2008Q3
533,6782,SB,38290.0,"AMERIBANK, INC.",103965,100901,FAILURE,NORTHFORK, WV,2008,9,2008Q3
534,34194,NM,724736.0,SILVER STATE BANK,1957120,1733091,FAILURE,HENDERSON, NV,2008,9,2008Q3
535,35469,NM,467818.0,INTEGRITY BANK,1107514,962456,FAILURE,ALPHARETTA, GA,2008,8,2008Q3
536,22728,NM,335559.0,THE COLUMBIAN BANK AND TRUST COMPANY,735071,620354,FAILURE,TOPEKA, KS,2008,8,2008Q3
537,57523,NM,95555.0,FIRST PRIORITY BANK,258610,226698,FAILURE,BRADENTON, FL,2008,8,2008Q3
538,27011,N,716853.0,FIRST NATIONAL BANK OF NEVADA,3411145,3038053,FAILURE,RENO, NV,2008,7,2008Q3
539,57961,N,92139.0,FIRST HERITAGE BANK N.A.,255376,234812,FAILURE,NEWPORT BEACH, CA,2008,7,2008Q3
540,29730,SA,12072214.0,INDYMAC BANK F.S.B,30698512,18941727,FAILURE,PASADENA, CA,2008,7,2008Q3
541,12736,N,10305.0,"FIRST INTEGRITY BANK, N.A.",52916,50178,FAILURE,STAPLES, MN,2008,5,2008Q2
542,33901,N,1026968.0,ANB FINANCIAL NATIONAL ASSOCIATION,1895545,1815691,FAILURE,BENTONVILLE, AR,2008,5,2008Q2
543,1971,NM,3889.0,HUME BANK,18682,13566,FAILURE,HUME, MO,2008,3,2008Q1
544,24660,N,7157.0,DOUGLASS NATIONAL BANK,52824,50250,FAILURE,KANSAS CITY, MO,2008,1,2008Q1
545,16848,NM,28394.0,MIAMI VALLEY BANK,125362,119601,FAILURE,LAKEVIEW, OH,2007,10,2007Q4
546,32575,SB,120702.0,NETBANK,2473806,2290046,FAILURE,ALPHARETTA, GA,2007,9,2007Q3
547,35353,SI,9438.0,METROPOLITAN SAVINGS BANK,15760,14540,FAILURE,PITTSBURGH, PA,2007,2,2007Q1
548,1249,SM,2998.0,BANK OF EPHRAIM,56774,52329,FAILURE,EPHRAIM, UT,2004,6,2004Q2
549,26778,NM,919.0,RELIANCE BANK,28637,27881,FAILURE,WHITE PLAINS, NY,2004,3,2004Q1
550,26838,N,0.0,GUARANTY NATIONAL BANK,71280,65614,FAILURE,TALLAHASSEE, FL,2004,3,2004Q1
551,31330,SB,0.0,DOLLAR SAVINGS BANK,13408,10909,FAILURE,NEWARK, NJ,2004,2,2004Q1
552,27203,SI,679.0,PULASKI SAVINGS BANK,8487,9058,FAILURE,PHILADELPHIA, PA,2003,11,2003Q4
553,11639,N,12788.0,THE FIRST NATIONAL BANK OF BLANCHARDVILLE,34536,28760,FAILURE,BLANCHARDVILLE, WI,2003,5,2003Q2
554,27094,NM,49179.0,SOUTHERN PACIFIC BANK,904294,864160,FAILURE,TORRANCE, CA,2003,2,2003Q1
555,16445,NM,12205.0,THE FARMERS BANK & TRUST OF CHENEYVILLE,35317,32103,FAILURE,CHENEYVILLE, LA,2002,12,2002Q4
556,9961,NM,9316.0,BANK OF ALAMO,58454,52157,FAILURE,ALAMO, TN,2002,11,2002Q4
557,33784,SM,1326.0,AMTRADE INTERNATIONAL BANK OF GEORGIA,92144,73205,FAILURE,ATLANTA, GA,2002,9,2002Q3
558,29355,SB,274.0,UNIVERSAL FSB,51628,40340,FAILURE,CHICAGO, IL,2002,6,2002Q2
559,19183,NM,53784.0,CONNECTICUT BANK OF COMMERCE,384172,344416,FAILURE,STAMFORD, CT,2002,6,2002Q2
560,34979,SM,4440.0,NEW CENTURY BANK,21091,18902,FAILURE,SHELBY TOWNSHIP, MI,2002,3,2002Q1
561,26652,N,8557.61,NET FIRST NATIONAL BANK,37207,31601,FAILURE,BOCA RATON, FL,2002,3,2002Q1
562,22314,N,164047.0,NEXTBANK,700180,551297,FAILURE,PHOENIX, AZ,2002,2,2002Q1
563,8966,SM,63600.0,OAKWOOD DEPOSIT BANK,72267,60168,FAILURE,OAKWOOD, OH,2002,2,2002Q1
564,22002,NM,4574.0,BANK OF SIERRA BLANCA,10764,9914,FAILURE,SIERRA BLANCA, TX,2002,1,2002Q1
565,24382,N,101748.0,"HAMILTON BANK, NATIONAL ASSOCIATION",1409496,1298731,FAILURE,MIAMI, FL,2002,1,2002Q1
566,34248,N,4206.0,SINCLAIR NATIONAL BANK,29792,26054,FAILURE,GRAVETTE, AR,2001,9,2001Q3
567,32646,SB,286673.0,"SUPERIOR BANK, FSB",1765455,1609501,FAILURE,HINSDALE, IL,2001,7,2001Q3
568,6629,N,769.0,MALTA NATIONAL BANK,9075,8728,FAILURE,MALTA, OH,2001,5,2001Q2
569,34264,NM,817.0,FIRST ALLIANCE BANK AND TRUST CO,17438,16931,FAILURE,MANCHESTER, NH,2001,2,2001Q1
570,3815,N,2670.0,NATIONAL STATE BANK OF METROPOLIS,90397,71277,FAILURE,METROPOLIS, IL,2000,12,2000Q4
571,21029,NM,400.0,BANK OF HONOLULU,63890,59037,FAILURE,HONOLULU, HI,2000,10,2000Q4
572,338,NM,14592.0,BANK OF FALKNER,85485,77140,FAILURE,FALKNER, MS,2000,9,2000Q3
573,10985,NM,1363.0,TOWN & COUNTRY BANK OF ALMELUND,25942,26667,FAILURE,ALMELUND, MN,2000,7,2000Q3
574,25056,N,617.0,MONUMENT NATIONAL BANK,7923,7680,FAILURE,RIDGECREST, CA,2000,6,2000Q2
575,27886,SB,1322.0,MUTUAL FEDERAL SAVINGS BANK OF ATLANTA,31479,32234,FAILURE,ATLANTA, GA,2000,3,2000Q1
576,14228,NM,11574.0,HARTFORD-CARLISLE SB,105044,68549,FAILURE,CARLISLE, IA,2000,1,2000Q1
